genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/chicken_galGal5/gg5.ens90.P2000M.gtf none -d MP_16_chicken_1A.M MP_17_chicken_2A.M MP_18_chicken_3A.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	MP_16_chicken_1A.M (2734712.0 total)	MP_17_chicken_2A.M (2690336.0 total)	MP_18_chicken_3A.M (3577958.0 total)
ENSGALG00000040798	ENSGALT00000053362	chrUn_NT_464834v1	1232	4074	-	2765.0	1	0.000	0.000	0.000	0.000
APBB1	ENSGALT00000089789	chr1	194444274	194448722	+	1826.0	1	0.000	0.000	0.000	1.000
ENSGALG00000016217	ENSGALT00000071792	chr1	110833548	110980821	-	4303.0	1	0.000	16.000	24.000	30.000
ENSGALG00000040790	ENSGALT00000059899	chrUn_NT_465286v1	1495	6918	-	1781.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045812	ENSGALT00000089843	chrUn_NT_464293v1	650	4397	+	3166.0	1	0.000	0.000	0.000	0.000
TEPSIN	ENSGALT00000087964	chr18	9348692	9354469	+	3670.0	1	0.000	58.000	90.000	116.000
ALDH6A1	ENSGALT00000016604	chr5	37776732	37788095	-	3498.0	1	0.000	10.000	6.000	12.000
ENSGALG00000045802	ENSGALT00000088250	chrZ	27179107	27234889	-	1920.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033522	ENSGALT00000056820	chr27	5499722	5504344	+	3648.0	1	0.000	13.000	4.000	5.000
CGRRF1	ENSGALT00000019930	chr5	56568934	56581544	-	3987.0	1	0.000	16.000	22.000	18.000
DTX1	ENSGALT00000042891	chr15	11253787	11261586	+	3804.0	1	0.000	16.000	17.000	29.000
ENSGALG00000041130	ENSGALT00000053987	chrUn_NT_469847v1	3625	6942	+	3123.0	1	0.000	0.000	0.000	0.000
ENSGALG00000016760	ENSGALT00000030243	chr1	132555001	132557400	+	539.0	1	0.000	96.000	82.000	101.000
CCDC134	ENSGALT00000019444	chr1	49545405	49549775	-	1000.0	1	0.000	70.000	69.000	99.000
ENSGALG00000045746	ENSGALT00000089581	chr3	105485184	105486844	-	1272.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045978	ENSGALT00000084519	chr2	121579118	121579959	+	456.0	1	0.000	0.000	3.000	3.000
EPG5	ENSGALT00000052018	chrZ	2176956	2224068	+	7668.0	1	0.000	5.000	2.000	11.000
ENSGALG00000044160	ENSGALT00000084017	chr1	40406626	40415049	-	1454.0	1	0.000	0.000	0.000	0.000
MPP5	ENSGALT00000015609	chr5	28993036	29040334	-	4372.0	1	0.000	12.000	7.000	4.000
ENSGALG00000011626	ENSGALT00000018993	chr4	51055715	51060531	-	944.0	1	0.000	8.000	12.000	9.000
FEZ1	ENSGALT00000087054	chr24	124454	132614	+	3007.0	1	0.000	0.000	0.000	1.000
ENSGALG00000044793	ENSGALT00000090213	chr1_NT_456145v1_random	8107	10274	+	2167.0	1	0.000	0.000	0.000	0.000
C18orf8	ENSGALT00000047727	chr2	103330870	103346162	+	2120.0	1	0.000	75.000	70.000	80.000
ENSGALG00000031218	ENSGALT00000049855	chr6	11091568	11093820	-	448.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030899	ENSGALT00000051531	chrUn_NT_464254v1	16290	21075	+	3014.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042906	ENSGALT00000052844	chr2	41879957	41881417	-	1460.0	1	0.000	1.000	0.000	0.000
FEM1C	ENSGALT00000013361	chrZ	78895761	78911158	-	4039.0	1	0.000	19.000	15.000	57.000
SNORA71	ENSGALT00000028526	chr10	1260891	1263022	-	2131.0	1	0.000	2456.000	2774.000	3414.000
SNORD38	ENSGALT00000041671	chr8	20841529	20841600	+	71.0	1	0.000	1.000	2.000	1.000
XCR1	ENSGALT00000019168	chr2	42896266	42897273	+	1007.0	1	0.000	0.000	0.000	0.000
ENSGALG00000016922	ENSGALT00000027358	chr1	155063078	155069210	+	1371.0	1	0.000	6.000	1.000	3.000
FES	ENSGALT00000065318	chr10	20121674	20126721	-	2691.0	1	0.000	650.000	708.000	1018.000
RIPOR1	ENSGALT00000071895	chr11	1143254	1163618	+	5549.0	1	0.000	18.000	29.000	39.000
FTO	ENSGALT00000076420	chr11	4752497	4974830	-	2825.0	1	0.000	1.000	3.000	1.000
HCN3	ENSGALT00000067932	chr25	2185132	2191104	+	4221.0	1	0.000	0.000	0.000	0.000
ZBTB7C	ENSGALT00000076705	chrZ	1489248	1496885	+	3794.0	1	0.000	0.000	0.000	0.000
ENSGALG00000038862	ENSGALT00000082559	chr7	17356822	17366025	+	889.0	1	0.000	0.000	0.000	0.000
SCARB1	ENSGALT00000079267	chr15	4545257	4560143	+	3380.0	1	0.000	466.000	626.000	627.000
TFEC	ENSGALT00000068913	chr1	25289169	25351175	+	1436.0	1	0.000	46.000	48.000	91.000
EXOSC10	ENSGALT00000004879	chr21	4114485	4128598	-	2860.0	1	0.000	24.000	40.000	37.000
ENSGALG00000003458	ENSGALT00000005479	chr14	1005408	1019257	-	1801.0	1	0.000	150.000	126.000	177.000
CAD	ENSGALT00000026666	chr3	104970733	104982694	+	8101.0	1	0.000	28.000	44.000	36.000
ENSGALG00000034723	ENSGALT00000040814	chr25_NT_463231v1_random	921	3328	+	2390.0	1	0.000	0.000	0.000	0.000
ENSGALG00000009034	ENSGALT00000014702	chr3	8482222	8498446	+	1236.0	1	0.000	0.000	0.000	0.000
CNMD	ENSGALT00000089769	chr1	165707215	165717440	+	1326.0	1	0.000	0.000	0.000	0.000
MPHOSPH10	ENSGALT00000006206	chr10	5726011	5731939	-	2255.0	1	0.000	63.000	40.000	61.000
SIRT2	ENSGALT00000047004	chr32	72760	75383	-	1228.0	1	0.000	868.000	979.000	1221.000
EI24	ENSGALT00000050519	chr24	387616	395692	-	2300.0	1	0.000	214.000	233.000	336.000
ENSGALG00000030333	ENSGALT00000071764	chrUn_NT_473616v1	4055	5376	-	1027.0	1	0.000	0.000	0.000	0.000
FOXF1	ENSGALT00000081302	chr11	17623191	17625912	-	1221.0	1	0.000	0.000	0.000	0.000
ENSGALG00000029454	ENSGALT00000053895	chr5	25432899	25445807	-	1696.0	1	0.000	0.000	0.000	0.000
IMP4	ENSGALT00000087459	chr9	3419029	3426496	-	2983.0	1	0.000	115.000	151.000	150.000
ENSGALG00000032941	ENSGALT00000049316	chr3	106823111	106826100	-	721.0	1	0.000	2.000	0.000	0.000
CSTB	ENSGALT00000023284	chr1	76767140	76771720	+	1250.0	1	0.000	11.000	17.000	9.000
SHH	ENSGALT00000010306	chr2	8112394	8122029	-	1547.0	1	0.000	0.000	0.000	0.000
ENSGALG00000012311	ENSGALT00000067970	chr4	61299896	61321939	-	2214.0	1	0.000	608.000	548.000	755.000
ENSGALG00000039140	ENSGALT00000067440	chr13	954498	955895	+	1397.0	1	0.000	0.000	1.000	0.000
ENSGALG00000036689	ENSGALT00000063070	chr6	32803127	32814128	-	383.0	1	0.000	0.000	0.000	0.000
EPHA4	ENSGALT00000047480	chr9	7629209	7728478	-	4963.0	1	0.000	0.000	0.000	2.000
CMTM6	ENSGALT00000018727	chr2	40582217	40590962	-	907.0	1	0.000	10.000	17.000	16.000
PDK4	ENSGALT00000015790	chr2	23933443	23942823	-	3708.0	1	0.000	123.000	67.000	136.000
GNB2L1	ENSGALT00000089345	chr16	153753	157166	+	1285.0	1	0.000	2248.000	2417.000	3410.000
ENSGALG00000035813	ENSGALT00000076112	chr1_NT_456988v1_random	5997	6476	-	365.0	1	0.000	0.000	0.000	0.000
CPQ	ENSGALT00000057104	chr2	127544122	127708621	+	1836.0	1	0.000	102.000	93.000	127.000
ENSGALG00000045423	ENSGALT00000088930	chr5_NT_460644v1_random	4360	7700	+	2873.0	1	0.000	0.000	0.000	0.000
SRI	ENSGALT00000048340	chr2	21011047	21019985	-	1661.0	1	0.000	658.000	585.000	816.000
ENSGALG00000046245	ENSGALT00000088147	chrW	1920411	2310570	-	2510.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042375	ENSGALT00000059936	chrUn_NT_465641v1	14899	19721	+	4633.0	1	0.000	0.000	0.000	0.000
GLB1	ENSGALT00000077329	chr2	44582226	44627920	-	3108.0	1	0.000	34.000	32.000	39.000
LRRC38	ENSGALT00000006520	chr21	5219212	5233535	+	3982.0	1	0.000	12.000	8.000	14.000
BFAR	ENSGALT00000004911	chr14	832254	836956	+	969.0	1	0.000	12.000	12.000	18.000
DMC1	ENSGALT00000019979	chr1	50896431	50910979	+	1564.0	1	0.000	0.000	0.000	0.000
RGS5	ENSGALT00000045569	chr8	3695082	3700175	-	1225.0	1	0.000	4.000	4.000	6.000
ENSGALG00000045086	ENSGALT00000087562	chrW	4060560	4258494	-	2298.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033422	ENSGALT00000060247	chrUn_NT_467966v1	5654	11043	+	5137.0	1	0.000	0.000	0.000	0.000
ENSGALG00000036407	ENSGALT00000050189	chrUn_NT_465172v1	10473	15423	+	3896.0	1	0.000	0.000	0.000	0.000
GOLGB1	ENSGALT00000081071	chr1	34200	67146	+	9273.0	1	0.000	24.000	25.000	43.000
ENSGALG00000041302	ENSGALT00000056000	chr6_NT_460848v1_random	2128	9661	-	5123.0	1	0.000	0.000	0.000	0.000
TMEM144	ENSGALT00000045908	chr4	21936121	21952107	+	2636.0	1	0.000	400.000	335.000	368.000
FAM163A	ENSGALT00000033719	chr8	6120090	6121287	-	477.0	1	0.000	0.000	0.000	0.000
SHROOM2	ENSGALT00000071858	chr1	125013959	125134159	-	5249.0	1	0.000	0.000	0.000	0.000
ENSGALG00000031745	ENSGALT00000056116	chrUn_NT_475426v1	-339	3929	-	2640.0	1	0.000	0.000	0.000	0.000
gga-mir-1562	ENSGALT00000042168	chr8	24243083	24243184	+	101.0	1	0.000	3.000	3.000	3.000
ENSGALG00000038696	ENSGALT00000059180	chrUn_NT_468229v1	3203	6589	+	2459.0	1	0.000	0.000	0.000	0.000
RBBP5	ENSGALT00000000943	chr26	2000936	2012259	-	5463.0	1	0.000	86.000	96.000	95.000
ENSGALG00000046054	ENSGALT00000090125	chrZ	28502692	28504894	+	604.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045727	ENSGALT00000085624	chr3	38468075	38474148	+	267.0	1	0.000	0.000	0.000	0.000
RAB3B	ENSGALT00000017197	chr8	24273906	24323053	-	4128.0	1	0.000	0.000	2.000	1.000
ENSGALG00000031083	ENSGALT00000071818	chr5_NT_460436v1_random	5273	8542	+	3008.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033317	ENSGALT00000063323	chrUn_NT_464741v1	14094	14366	-	272.0	1	0.000	0.000	0.000	0.000
TNNT3	ENSGALT00000085510	chr5	14008254	14044414	-	3154.0	1	0.000	74.000	137.000	139.000
ENSGALG00000044089	ENSGALT00000086999	chr27	4521861	4526969	-	728.0	1	0.000	24.000	19.000	21.000
ISCA2	ENSGALT00000032563	chr5	37964202	37967271	-	2552.0	1	0.000	124.000	145.000	139.000
ENSGALG00000037602	ENSGALT00000076988	chr2	38193502	38312464	+	1571.0	1	0.000	0.000	0.000	0.000
VDAC1	ENSGALT00000010508	chr13	16120222	16136982	+	3817.0	1	0.000	151.000	168.000	259.000
CUL5	ENSGALT00000079848	chr1	180387461	180408038	-	2243.0	1	0.000	7.000	11.000	17.000
RNF111	ENSGALT00000006632	chr10	6758760	6802929	-	7753.0	1	0.000	60.000	77.000	99.000
ZNF423	ENSGALT00000054804	chr11	6939565	7016901	+	2924.0	1	0.000	1.000	0.000	0.000
ENSGALG00000043325	ENSGALT00000079731	chrUn_NT_464928v1	9187	13612	-	788.0	1	0.000	0.000	0.000	0.000
ALG12	ENSGALT00000013914	chr1	18847407	18864903	-	4520.0	1	0.000	77.000	53.000	89.000
ENSGALG00000039859	ENSGALT00000066599	chrUn_NT_468314v1	3073	13503	+	7328.0	1	0.000	0.000	0.000	0.000
GJB1	ENSGALT00000059724	chr4	2328650	2332400	-	3103.0	1	0.000	0.000	0.000	0.000
EBF3	ENSGALT00000017030	chr6	34202159	34309569	-	3820.0	1	0.000	0.000	0.000	0.000
ENSGALG00000039709	ENSGALT00000064733	chrUn_NT_470846v1	1940	8176	-	131.0	1	0.000	0.000	0.000	0.000
ARID2	ENSGALT00000068017	chr1	30752198	30856043	+	5504.0	1	0.000	8.000	9.000	10.000
MKS1	ENSGALT00000057962	chr19	143682	156228	-	4042.0	1	0.000	139.000	136.000	130.000
ENSGALG00000023761	ENSGALT00000039781	chr7	5854944	5855967	-	942.0	1	0.000	0.000	0.000	0.000
AGK	ENSGALT00000020996	chr1	57332274	57363591	+	1800.0	1	0.000	25.000	18.000	34.000
LTA4H	ENSGALT00000065184	chr1	45694933	45718500	-	2386.0	1	0.000	78.000	84.000	121.000
ENSGALG00000030592	ENSGALT00000048738	chr17	6086305	6102773	+	1085.0	1	0.000	0.000	1.000	2.000
TMEM18	ENSGALT00000084619	chr3	92508586	92513395	-	1253.0	1	0.000	103.000	81.000	94.000
ENSGALG00000040967	ENSGALT00000057348	chrUn_NT_469098v1	3313	4416	-	1103.0	1	0.000	0.000	0.000	0.000
ENSGALG00000037436	ENSGALT00000079579	chr1_NT_456132v1_random	14630	21218	-	3692.0	1	0.000	0.000	0.000	0.000
ENSGALG00000028636	ENSGALT00000043927	chr9	5217892	5219143	+	478.0	1	0.000	173.000	234.000	277.000
ENSGALG00000041443	ENSGALT00000052906	chr27_NT_463320v1_random	10822	13127	+	2305.0	1	0.000	0.000	0.000	0.000
AFF1	ENSGALT00000087140	chr4	46064419	46096688	-	3567.0	1	0.000	1.000	0.000	1.000
CHM	ENSGALT00000070872	chr4	8597733	8666449	+	4780.0	1	0.000	25.000	16.000	34.000
RFX8	ENSGALT00000084285	chr1	133581290	133609432	-	1585.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033399	ENSGALT00000063015	chrZ_NT_463643v1_random	3874	8005	-	3414.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040533	ENSGALT00000053265	chrZ_NT_463876v1_random	1886	3367	-	1279.0	1	0.000	0.000	0.000	0.000
ENSGALG00000002134	ENSGALT00000003334	chr14	14817493	14824360	-	5207.0	1	0.000	47.000	52.000	48.000
ENSGALG00000008692	ENSGALT00000014145	chr5	25038945	25096118	+	992.0	1	0.000	0.000	1.000	0.000
GTF2B	ENSGALT00000010015	chr8	15196095	15213769	+	1365.0	1	0.000	140.000	145.000	160.000
ENSGALG00000033523	ENSGALT00000071275	chrUn_NT_464699v1	449	3433	+	2511.0	1	0.000	0.000	0.000	0.000
ENSGALG00000037624	ENSGALT00000065636	chr5_NT_460424v1_random	18123	23970	-	2849.0	1	0.000	0.000	0.000	0.000
SMAD3	ENSGALT00000051292	chr10	18812337	18874532	+	3352.0	1	0.000	8.000	6.000	10.000
ENSGALG00000031739	ENSGALT00000064623	chr17	982700	983731	-	1031.0	1	0.000	0.000	0.000	0.000
ENSGALG00000038685	ENSGALT00000055556	chr3	75810257	75814383	+	1337.0	1	0.000	90.000	92.000	80.000
ENSGALG00000029654	ENSGALT00000068848	chr27_NT_463319v1_random	1123	7213	-	1934.0	1	0.000	0.000	0.000	0.000
EVA1B	ENSGALT00000036018	chr23	4070118	4072674	+	2465.0	1	0.000	4.000	23.000	32.000
LOX	ENSGALT00000043353	chrZ	80977473	80987353	-	2612.0	1	0.000	0.000	0.000	0.000
EGR3	ENSGALT00000069855	chrUn_NT_464205v1	9737	14167	+	3417.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040821	ENSGALT00000067137	chr10_NT_461773v1_random	3745	6870	-	1455.0	1	0.000	0.000	0.000	0.000
SIL1	ENSGALT00000003874	chr13	2496559	2589199	+	3505.0	1	0.000	113.000	102.000	167.000
DNAJB14	ENSGALT00000022719	chr4	60516577	60542214	-	3800.0	1	0.000	259.000	183.000	245.000
MXRA5	ENSGALT00000026856	chr1	128366355	128386828	+	10723.0	1	0.000	8.000	10.000	6.000
ENSGALG00000042190	ENSGALT00000071535	chr17	7627074	7627343	+	269.0	1	0.000	0.000	0.000	0.000
PRR16	ENSGALT00000003419	chrZ	71195874	71300629	-	903.0	1	0.000	3.000	2.000	0.000
CYP4V2	ENSGALT00000022040	chr4	61746761	61759707	+	2380.0	1	0.000	62.000	68.000	96.000
IRF9	ENSGALT00000059272	chr20	10263011	10267614	-	3312.0	1	0.000	118.000	114.000	106.000
ENSGALG00000029798	ENSGALT00000072973	chr4_NT_459800v1_random	346927	349466	-	2539.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032359	ENSGALT00000056725	chr1	112733036	112738223	-	1168.0	1	0.000	0.000	0.000	0.000
UFL1	ENSGALT00000025123	chr3	73065340	73086967	-	4198.0	1	0.000	90.000	85.000	108.000
KBTBD13	ENSGALT00000011869	chr10	17789452	17792834	-	3382.0	1	0.000	0.000	0.000	1.000
ENSGALG00000031032	ENSGALT00000057043	chr3	100631382	100637326	+	660.0	1	0.000	1.000	0.000	0.000
ENSGALG00000011243	ENSGALT00000018341	chr2	34502237	34515476	-	1866.0	1	0.000	0.000	0.000	0.000
ENSGALG00000036888	ENSGALT00000077818	chr16_NT_462548v1_random	26066	75131	+	2981.0	1	0.000	0.000	0.000	0.000
ENSGALG00000041090	ENSGALT00000051672	chr3_NT_459490v1_random	1336	6354	+	2947.0	1	0.000	0.000	0.000	0.000
ENSGALG00000043705	ENSGALT00000068975	chr3	95684351	95687508	-	1505.0	1	0.000	0.000	1.000	3.000
JDP2	ENSGALT00000016803	chr5	38310140	38314446	+	568.0	1	0.000	3.000	3.000	2.000
ENSGALG00000045032	ENSGALT00000086353	chr12	9920745	9921869	-	1124.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040348	ENSGALT00000081958	chr3	9364321	9374378	+	959.0	1	0.000	129.000	125.000	165.000
PANK2	ENSGALT00000054838	chr4	89093853	89098325	-	1730.0	1	0.000	96.000	101.000	120.000
ENSGALG00000010169	ENSGALT00000016534	chr3	30323971	30326268	-	1452.0	1	0.000	0.000	0.000	0.000
COL6A1	ENSGALT00000081036	chr7	6723159	6744696	+	4936.0	1	0.000	0.000	0.000	0.000
ENSGALG00000038442	ENSGALT00000068892	chr1	46016848	46028306	+	1076.0	1	0.000	0.000	2.000	1.000
ENSGALG00000045054	ENSGALT00000083121	chrZ	80354091	80379782	+	405.0	1	0.000	0.000	0.000	0.000
ENSGALG00000011255	ENSGALT00000085301	chr8	28863317	28872019	+	1450.0	1	0.000	32.000	37.000	50.000
ENSGALG00000012919	ENSGALT00000021073	chr1	58962612	58965850	+	946.0	1	0.000	21.000	26.000	14.000
ENSGALG00000002652	ENSGALT00000039687	chr15	3443120	3444876	-	1689.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046359	ENSGALT00000088816	chrUn_NT_465404v1	1990	7401	+	2707.0	1	0.000	0.000	0.000	0.000
KAT6A	ENSGALT00000005766	chr22	2696595	2723390	-	7925.0	1	0.000	307.000	232.000	339.000
ENSGALG00000035407	ENSGALT00000067923	chrUn_NT_474832v1	-1963	4326	-	4989.0	1	0.000	0.000	0.000	0.000
PPP6R2	ENSGALT00000048920	chr1	503268	563210	+	4732.0	1	0.000	62.000	23.000	63.000
ENSGALG00000045115	ENSGALT00000088529	chrUn_NT_466375v1	6264	12247	-	2946.0	1	0.000	0.000	0.000	0.000
LRPPRC	ENSGALT00000016201	chr3	25325807	25411162	-	4041.0	1	0.000	92.000	74.000	80.000
LHX4	ENSGALT00000066312	chr8	5991167	5998338	-	1156.0	1	0.000	0.000	0.000	0.000
ENSGALG00000012984	ENSGALT00000021187	chr28	1185316	1196659	-	5257.0	1	0.000	0.000	0.000	0.000
TLR5	ENSGALT00000015302	chr3	17869807	17874392	+	4585.0	1	0.000	106.000	66.000	85.000
ENSGALG00000044284	ENSGALT00000066541	chrZ	5476150	5476894	+	688.0	1	0.000	0.000	0.000	0.000
ENSGALG00000031481	ENSGALT00000056786	chrUn_NT_468474v1	1772	5360	+	2300.0	1	0.000	0.000	0.000	0.000
ENSGALG00000008896	ENSGALT00000014468	chr7	14159352	14200241	-	927.0	1	0.000	1.000	0.000	2.000
ENSGALG00000038140	ENSGALT00000047102	chr4	25162884	25180520	-	2321.0	1	0.000	0.000	1.000	1.000
ASPM	ENSGALT00000062608	chr8	2613832	2645040	+	11767.0	1	0.000	3.000	7.000	13.000
ENSGALG00000003658	ENSGALT00000005796	chr20	3979358	4005682	+	2069.0	1	0.000	7.000	8.000	6.000
DCPS	ENSGALT00000063218	chr24	437330	440920	+	2943.0	1	0.000	53.000	50.000	60.000
ENSGALG00000001945	ENSGALT00000003010	chr12	1236247	1247239	-	2923.0	1	0.000	67.000	64.000	67.000
ENSGALG00000033882	ENSGALT00000074120	chrUn_NT_464156v1	7984	15174	+	5018.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033362	ENSGALT00000069213	chr15	5672891	5675877	-	1125.0	1	0.000	5.000	8.000	6.000
ENSGALG00000043207	ENSGALT00000061621	chr25	1039965	1040618	-	334.0	1	0.000	0.000	0.000	0.000
ARHGAP35	ENSGALT00000065617	chrUn_NT_464303v1	6240	15349	+	6400.0	1	0.000	0.000	0.000	0.000
TRPC3	ENSGALT00000019370	chr4	54235518	54274712	+	3529.0	1	0.000	1.000	1.000	0.000
GRB14	ENSGALT00000075225	chr7	20231963	20300979	+	3542.0	1	0.000	0.000	0.000	0.000
RNF216	ENSGALT00000007374	chr14	4211303	4270728	-	9133.0	1	0.000	70.000	72.000	104.000
CA8	ENSGALT00000061945	chr2	113065522	113115947	-	1487.0	1	0.000	0.000	0.000	0.000
ENSGALG00000043302	ENSGALT00000082207	chr19	2834404	2838938	-	576.0	1	0.000	0.000	0.000	0.000
SLC25A12	ENSGALT00000053303	chr7	17998745	18046357	+	4450.0	1	0.000	77.000	93.000	82.000
SMARCD3	ENSGALT00000063965	chr2	31407	91790	-	3412.0	1	0.000	5.000	3.000	4.000
ENSGALG00000021636	ENSGALT00000002791	chr19	3852618	4079778	+	2503.0	1	0.000	111.000	87.000	116.000
BLOC1S2	ENSGALT00000084350	chr6	17563288	17566601	+	1188.0	1	0.000	75.000	69.000	100.000
SLC7A6OS	ENSGALT00000073423	chr11	332941	341604	+	4967.0	1	0.000	82.000	67.000	78.000
ENSGALG00000040676	ENSGALT00000077350	chrUn_NT_464822v1	385	3981	-	650.0	1	0.000	0.000	0.000	0.000
EVC2	ENSGALT00000037262	chr4	79678051	79740966	-	3911.0	1	0.000	2.000	3.000	1.000
CHRNB4	ENSGALT00000039804	chr10	3543223	3557508	+	4245.0	1	0.000	0.000	1.000	1.000
ENSGALG00000042793	ENSGALT00000073288	chr20	10404463	10426114	-	755.0	1	0.000	1.000	0.000	2.000
ENSGALG00000039576	ENSGALT00000052077	chr5	749134	754167	+	1104.0	1	0.000	10.000	15.000	12.000
ENSGALG00000007193	ENSGALT00000011646	chr9	13174444	13177028	-	1622.0	1	0.000	6.000	1.000	9.000
gga-mir-1587	ENSGALT00000042466	chr19	1798669	1798764	-	95.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040509	ENSGALT00000080926	chrZ_NT_463612v1_random	5993	8519	-	494.0	1	0.000	0.000	0.000	0.000
ENSGALG00000039794	ENSGALT00000065178	chr1	48091388	48092200	-	442.0	1	0.000	0.000	0.000	1.000
ENSGALG00000038524	ENSGALT00000046758	chr5	55884036	55886991	+	983.0	1	0.000	0.000	0.000	0.000
gga-mir-1568	ENSGALT00000042165	chr5	8125601	8127668	-	2067.0	1	0.000	0.000	0.000	0.000
ENSGALG00000005359	ENSGALT00000008603	chr6	16425555	16427345	+	1749.0	1	0.000	2.000	0.000	0.000
ENSGALG00000041694	ENSGALT00000046816	chr12	11569365	11570639	+	1236.0	1	0.000	76.000	84.000	75.000
PRELID1	ENSGALT00000004733	chr13	10196748	10198547	-	878.0	1	0.000	476.000	464.000	688.000
ENSGALG00000040733	ENSGALT00000081086	chr1	93078800	93135103	+	936.0	1	0.000	0.000	0.000	0.000
GPR174	ENSGALT00000006538	chr4	1468241	1474098	+	2819.0	1	0.000	211.000	105.000	183.000
ANAPC13	ENSGALT00000050003	chr9	3656234	3661983	-	3092.0	1	0.000	116.000	92.000	144.000
FRRS1	ENSGALT00000067295	chr8	12096266	12115617	+	3796.0	1	0.000	1.000	6.000	6.000
ENSGALG00000045433	ENSGALT00000083420	chr1	59257140	59258147	+	1007.0	1	0.000	0.000	0.000	0.000
ENSGALG00000041343	ENSGALT00000051881	chrZ	41475923	41504741	+	3056.0	1	0.000	1.000	0.000	3.000
ENSGALG00000040781	ENSGALT00000063951	chr15	11623687	11624800	-	560.0	1	0.000	0.000	0.000	1.000
ENSGALG00000025503	ENSGALT00000042416	chr3	54040405	54040492	-	87.0	1	0.000	0.000	0.000	0.000
ENSGALG00000041019	ENSGALT00000061167	chrUn_NT_467987v1	1609	3892	-	969.0	1	0.000	0.000	0.000	0.000
ENSGALG00000035967	ENSGALT00000062403	chrUn_NT_472215v1	-1979	1585	-	3239.0	1	0.000	0.000	0.000	0.000
GPS1	ENSGALT00000004462	chr18	5020782	5032195	-	3961.0	1	0.000	66.000	51.000	78.000
ENSGALG00000040094	ENSGALT00000082717	chrUn_NT_470266v1	3124	7402	+	3488.0	1	0.000	0.000	0.000	0.000
C10orf71	ENSGALT00000045209	chr6	18673770	18678338	+	4279.0	1	0.000	39.000	27.000	50.000
ENSGALG00000036131	ENSGALT00000053319	chr1	52387752	52403393	-	1202.0	1	0.000	0.000	0.000	0.000
ENSGALG00000029440	ENSGALT00000069078	chr5	7983437	8000891	-	1342.0	1	0.000	0.000	0.000	0.000
ENSGALG00000014116	ENSGALT00000022849	chr10	2314177	2317191	-	1119.0	1	0.000	45.000	78.000	64.000
ENSGALG00000045834	ENSGALT00000087580	chrUn_NT_474499v1	2056	5868	+	3346.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032083	ENSGALT00000046637	chr1	42639440	42658088	-	570.0	1	0.000	0.000	0.000	0.000
DOCK11	ENSGALT00000009683	chr4	3336057	3405347	+	6102.0	1	0.000	7.000	7.000	12.000
ENSGALG00000030142	ENSGALT00000082320	chrUn_NT_464737v1	6703	11151	+	3067.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033411	ENSGALT00000056008	chr13	8324460	8325947	-	1487.0	1	0.000	0.000	0.000	0.000
IKZF1	ENSGALT00000021364	chr2	80928032	80986405	+	2523.0	1	0.000	159.000	133.000	184.000
ENSGALG00000042966	ENSGALT00000049158	chrZ_NT_463730v1_random	13192	16509	+	3122.0	1	0.000	0.000	0.000	0.000
FAM131A	ENSGALT00000048457	chr9	15964458	15969061	+	3033.0	1	0.000	8.000	4.000	7.000
ENSGALG00000039399	ENSGALT00000054004	chrUn_NT_471416v1	1882	5935	-	2259.0	1	0.000	0.000	0.000	0.000
GNPTG	ENSGALT00000010394	chr14	7463809	7474843	+	3505.0	1	0.000	185.000	190.000	207.000
IGF2BP3	ENSGALT00000017840	chr2	31211304	31318381	-	4521.0	1	0.000	16.000	4.000	9.000
ENSGALG00000035958	ENSGALT00000081655	chrUn_NT_472447v1	625	4711	-	2877.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034586	ENSGALT00000053191	chr2	42493148	42514529	-	3276.0	1	0.000	1.000	3.000	2.000
ENSGALG00000034519	ENSGALT00000067182	chr24	98192	100791	+	899.0	1	0.000	302.000	263.000	339.000
ENSGALG00000040039	ENSGALT00000058894	chrUn_NT_464962v1	5629	7122	-	1296.0	1	0.000	0.000	0.000	0.000
ENSGALG00000043634	ENSGALT00000064210	chrUn_NT_469267v1	21	10890	+	4423.0	1	0.000	0.000	0.000	0.000
